"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8125046174777","56.5855724962019","56.5096963805004","56.3782099221692","56.2334810431968","55.96988616193","55.6706748021625","55.2306190422185","54.6937863529107","53.8054595632675","53.1952571885093","53.2067803902926","52.0735811988024","50.4643815380452","50.2546359579559","49.9649824754537","49.700571084438","49.4424862611747","49.12595291805","48.476681317036","47.9268605914782","47.5571457303066","47.0882748456369","46.7924801546117","46.6047322294525","46.4988646299341","46.3124129341397","46.0590098487395","45.6348787575898","45.4355588716574","44.5392729809069","42.8056415897398","42.3272030066804","",
"Nigeria","NGA","Child employment in agriculture, female (% of female economically active children ages 7-14)","SL.AGR.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.65","","","","","","","","","","","","","","",
"Nigeria","NGA","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Poverty gap at $8.30 a day (2021 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","57.1","","","","","","","58.9","","","","62.6","","","","","","","57.8","","","","","","","49.5","","48.8","","","47.6","","","47.6","","","","53.2","","",
"Nigeria","NGA","Multidimensional poverty headcount ratio (World Bank) (% of population)","SI.POV.MPWB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1","","","","47","","",
"Nigeria","NGA","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","38.7","","","","","","","44.9","","","","51.9","","","","","","","40.1","","","","","","","35.7","","35.5","","","35.9","","","35.1","","","","33.9","","",
"Nigeria","NGA","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","","","1.4","","","","1.3","","","","","","","2.1","","","","","","","2.9","","2.9","","","2.8","","","2.9","","","","3","","",
"Nigeria","NGA","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","23.4","","","","19.8","","","","","","","22.5","","","","","","","22.8","","22.8","","","22.8","","","22.7","","","","22.6","","",
"Nigeria","NGA","Domestic private health expenditure per capita (current US$)","SH.XPD.PVTD.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.10481588","11.92461371","12.51514339","28.77148009","29.04689788","36.04638021","46.71079228","49.6354346","58.90962042","51.1702159","58.50756981","62.35021338","66.25449465","71.27270758","76.18740917","68.41907185","57.89761939","54.98298272","48.80377181","49.04002485","51.24075732","64.56790054","71.58779319","","",
"Nigeria","NGA","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.16206741","60.74782181","65.04915619","72.81436157","64.54787445","65.97051239","70.45880127","70.93754578","72.75693512","74.47493744","76.87748718","74.72514343","72.84432983","70.92673492","71.85419464","71.89007568","75.18703461","77.38787079","75.94579315","71.49702454","74.67578125","76.24337006","76.12967682","","",
"Nigeria","NGA","Net official flows from UN agencies, SPRP (current US$)","DT.NFL.SPRP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190400.004386902","18639.0001326799","","",
"Nigeria","NGA","PPG, private creditors (NFL, US$)","DT.NFL.PRVT.CD","","","","","","","","","","","-11126000","-6440000","10414000","-140500000","-98528000","-162384000","-290446000","-9168000","1386551000","860733000","1062383000","1475594000","2448571000","917177000","-511208000","-918168000","-545265000","473746000","156738000","435606000","-105755000","-71966000","-199091000","-78999000","-305773000","-438401000","-680222000","-247874000","-14800000","-111070000","-141722000","-149893000","-609903000","-247753000","-94031000","-144928000","-1540907000","-577467000","16024000","-25930000","-3770000","500000000","","500000000","500000000","0","0","4800000000","4868352000","","2275528000","2983951000","1463597000","-980729000","",
"Nigeria","NGA","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","DT.NFL.PCBO.CD","","","","","","","","","","","-16126000","-13440000","-9459000","-137501000","-103528000","-154384000","-278446000","23068000","1592551000","1233733000","1450383000","1725593000","2414671000","1012677000","-411208000","-953168000","-545265000","425446000","149998000","520606000","-121012000","-119400000","","","","","","","","","","","","663732000","798301000","-345742000","43202000","767780000","943233000","13530000","","","","","","","","","","","3399952000","697603000","1621879000","-1354421000","",
"Nigeria","NGA","IFC, private nonguaranteed (NFL, US$)","DT.NFL.NIFC.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53012500","2886500","39504500","21294300","24100000","94538268.64","-88132680.91","-57316079.28","2334352.23999999","-40588414.62","195622350.14","-27290237.26","142997698","12962119","225673115","-33680249","-94814403","90534462","-103412060","278138324","-63062151","3577051","51303773.23","",
"Nigeria","NGA","Net financial flows, IBRD (NFL, current US$)","DT.NFL.MIBR.CD","","","","","","","","","","","8233000","31994000","60176000","11078000","28313000","28311000","40222000","44132000","37669000","31053000","38413000","45642000","111792000","150091000","223542000","229823000","446336000","261605000","49814000","251455000","143664000","-42770000","-21374000","-45140000","-125688000","-202185000","-230618000","-160673000","-226753000","-260805000","-242389000","-189055000","-176140000","-202654000","-216424000","-223580000","-210812000","-175945000","-188793000","-96088000","-70758000","-36769000","-6944000","","","3568000","314000","120297000","0","285327000","509000","36081000","41569000","-2852000","",
"Nigeria","NGA","Net official flows from UN agencies, IFAD (current US$)","DT.NFL.IFAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","649999.976158142","3140000.10490417","2539999.96185303","1200000.04768372","1470000.02861023","4130000.11444092","3380000.11444092","2599999.90463257","6159999.84741211","1710000.03814697","959999.978542328","1110000.01430511","-1200000.04768372","-1649999.97615814","3410000.08583069","270000.010728836","5010000.22888184","4409999.84741211","6659999.84741211","6489999.77111816","5530000.20980835","2799999.95231628","8350000.38146973","14029999.7329712","8880000.11444092","3440000.05722046","10975261.6882324","19600877.7618408","30843397.1405029","33925823.2116699","22863380.4321289","21880479.8126221","20368000.0305176","27323020.9350586","26780189.5141602","",
"Nigeria","NGA","Net official flows from UN agencies, CERF (current US$)","DT.NFL.CERF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31886627.1972656","6866879.94003296","","13001999.8550415","33500000","30493999.4812012","9000000","",
"Nigeria","NGA","Present value of external debt (% of exports of goods, services and primary income)","DT.DOD.PVLX.EX.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7811968817663","",
"Nigeria","NGA","PPG, IBRD (DOD, current US$)","DT.DOD.MIBR.CD","","","","","","","","","","","165244000","197237000","257413000","268491000","296804000","325115000","365337000","409469000","447137000","478190000","516602000","562244000","674036000","824127000","899881000","1356557000","2136941000","2939316000","2727864000","2906455000","3284348000","3297229000","3173829000","3188161000","3286335000","3220726000","2761899000","2373300000","2277785000","1989016000","1624592000","1337272000","1275256000","1200912000","1027073000","722283000","533673000","380842000","211470000","112810000","42816000","6954000","0","","","3568000","3883000","124180000","124180000","409507000","410016000","446098000","487666000","484814000","",
"Nigeria","NGA","External debt stocks, short-term (DOD, current US$)","DT.DOD.DSTC.CD","","","","","","","","","","","269602902.7","309253783.5","349946843.8","574167511.8","606829010.5","543745217","431560000","2161157244.6","2446470759.1","2283000000","3553069165","4427230691.2","2534736119.4","5058908610.8","5744420645.9","4994467303.2","3681596458","1568446952.5","1547623694.1","464770803.3","1503551650.6","858650330.2","2209562733.1","3957313303.2","4826457461.4","5651194994.5","5676115014.9","5528620077","6564455467.1","6247376698.5","1119955764.7","1642817527","2270167480.2","3349993677","5245747416.3","5512100086.7","5614230000","6464230000","6190550000","5777150000","9440613000","11374037535.3","15515037000","15341960579.7","12642110878.7","8845614000","6527479000","17471831000","13798239000","20858421000","18423752761.1","18574166000","21485229000","18940345661.3","",
"Nigeria","NGA","Use of IMF credit (DOD, current US$)","DT.DOD.DIMF.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215696807.7","204758821.1","197501403.2","213655365.6","233527615.4","244063286.6","224616926.9","236423982","248344188.8","242061131.9","2626469401.9","2580128515.9","2572153728.5","2574917913.1","2580076861.4","2427291719.8","2321618367","2252259821.7","2385958890.9","2330097424.9","2316751410.8","5948128731.2","9072731293.3","8627065635.9","7873960876.9","",
"Nigeria","NGA","Net ODA provided, total (% of GNI)","DC.ODA.TOTL.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Net bilateral aid flows from DAC donors, United States (current US$)","DC.DAC.USAL.CD","3000000","5000000","12000000","15000000","25000000","26469999.3133545","30770000.4577637","35729999.5422363","30040000.9155273","35000000","37000000","48000000","28000000","11000000","6000000","7000000","4000000","","","","-1000000","-2000000","-2000000","-2000000","-1000000","-1000000","-1000000","1000000","-1000000","6000000","22000000","13000000","19000000","15000000","12000000","5000000","5000000","12000000","3819999.9332428","7480000.01907349","32529998.7792969","24649999.6185303","76080001.8310547","98720001.2207031","120150001.525879","98959999.0844727","787239990.234375","240589996.337891","363890014.648438","354029998.779297","441739990.234375","404700012.207031","414950012.207031","544099975.585938","485589996.337891","490637847.900391","529580261.230469","726782287.597656","841760681.152344","651180541.992188","926798645.019531","912513916.015625","772351501.464844","934484924.316406","",
"Nigeria","NGA","Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","DC.DAC.SVKL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9999.99977648258","","","","","","73614.0012741089","","",
"Nigeria","NGA","Net bilateral aid flows from DAC donors, Norway (current US$)","DC.DAC.NORL.CD","","","","","39999.9991059303","19999.9995529652","39999.9991059303","","6170000.07629395","2259999.99046326","509999.990463257","330000.013113022","469999.998807907","439999.997615814","670000.016689301","1629999.99523163","1720000.02861023","2069999.9332428","1779999.97138977","1190000.05722046","360000.014305115","300000.011920929","300000.011920929","","39999.9991059303","70000.0002980232","109999.999403954","100000.001490116","230000.004172325","310000.002384186","400000.005960464","490000.009536743","250000","170000.001788139","140000.000596046","209999.993443489","1470000.02861023","689999.997615814","219999.998807907","720000.028610229","479999.989271164","1080000.04291534","3079999.92370605","4449999.80926514","5480000.01907349","2930000.0667572","2910000.08583069","3250000","6269999.98092651","9170000.07629395","14069999.6948242","11829999.9237061","9335228.91998291","10163238.5253906","12653668.4036255","17653480.5297852","15671772.0031738","34365795.135498","21613487.2436523","20964757.9193115","18083780.2886963","17139619.8272705","21413404.4647217","27909919.7387695","",
"Nigeria","NGA","Prevalence of severe food insecurity in the population (%)","SN.ITK.SVFI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","12.3","13.6","15.1","17.3","19.8","21.3","22.6","24.3","",
"Nigeria","NGA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","0.4","","","","","0.4","","","","","0.7","","","","","0.6","","","","","0.6","","","","","0.6","","","","0.6",
"Nigeria","NGA","Refugees under the mandate of the UNHCR by country or territory of origin","SM.POP.RHCR.EO","","","","","","","","","51100","2850","0","","","","","","","","","","","","","","","","","5","15","15","15","22","75","95","587","1942","4751","3043","3998","4440","5735","6077","24559","24414","23882","22123","13242","13898","14170","15609","15645","17140","18017","31173","90936","167973","229290","238977","276834","295578","352960","383660","391120","410308","467605",
"Nigeria","NGA","Net migration","SM.POP.NETM","12131","25515","27906","27115","26411","32988","12513","18683","9615","6912","7953","-35639","-12962","-618","44281","75603","72889","129075","111258","137721","198672","106723","101116","-507539","113758","61514","29682","64418","93510","99588","135959","42760","138412","90200","128134","73243","84448","96885","145575","97195","74535","64163","69594","33857","46370","-17146","-12093","-9162","-13646","-18422","47966","67808","71138","40201","-19376","-116162","75265","78685","-76565","-99722","-14497","-86115","-51680","-57936","-35202",
"Nigeria","NGA","Asylum-seekers by country or territory of asylum","SM.POP.ASYS.EA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137","25","1120","1077","407","667","697","1216","1143","1809","1526","1038","812","848","385","464","8650","940","1032","2787","1658","1623","34170","30744",
"Nigeria","NGA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.851","3.81","4.038","4.078","4.163","4.056","3.977","3.935","3.997","3.963","3.91","3.681","3.648","3.601","3.734","3.756","3.799","3.795","3.766","3.746","3.77","3.76","3.711","3.902","4.135","4.499","4.828","5.067","5.206","5.742","5.45","3.821","3.074","2.989",
"Nigeria","NGA","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.765","3.726","3.938","3.975","4.053","3.954","3.881","3.842","3.899","3.868","3.819","3.607","3.576","3.532","3.656","3.676","3.716","3.712","3.685","3.667","3.689","3.55","3.374","3.578","3.82","4.176","4.504","4.752","4.911","6.071","6.628","5.372","4.113","4",
"Nigeria","NGA","Share of youth not in education, employment or training, male (% of male youth population)","SL.UEM.NEET.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.039","","23.124","","","23.162","","","25.333","","","8.82","8.52","10.519",
"Nigeria","NGA","Unemployment with intermediate education (% of total labor force with intermediate education)","SL.UEM.INTM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.477","","","14.089","","","4.343","3.286","3.477",
"Nigeria","NGA","Unemployment with basic education, male (% of male labor force with basic education)","SL.UEM.BASC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.022","","","6.676","","","0.956","1.222","1.203",
"Nigeria","NGA","Unemployment with advanced education, female (% of female labor force with advanced education)","SL.UEM.ADVN.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.956","","","21.424","","","9.519","9.299","11.86",
"Nigeria","NGA","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.52","","","","","","","","","","","","","","","","","","","","","","","","","10.368","","9.003","","","","","","26.749","","","4.807","3.991","4.354",
"Nigeria","NGA","Labor force, female (% of total labor force)","SL.TLF.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6015395808557","47.528779166745","47.5073782895174","47.4081633201174","47.3201541030501","47.2561013327995","47.2390960197225","47.2030243818318","47.1503760304267","47.0730243059176","47.0491751987358","47.0353117717438","47.1167082890965","47.1185190890092","47.1461814056531","47.1496762971171","47.157818579232","47.1730476948068","47.18987846375","47.2264972992804","47.2675057860978","47.2693415413127","47.2568022320843","47.2848186019237","47.3121037568865","47.2833674811657","47.1813940554039","47.1229504347615","47.083821350606","47.0508737524741","46.9580314025562","46.9536655563638","46.9421477961804","48.4363330380889","48.4049440190171",
"Nigeria","NGA","Labor force with intermediate education (% of total working-age population with intermediate education)","SL.TLF.INTM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.952","","","64.406","","","82.432","83.837","82.805",
"Nigeria","NGA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","57.67","","","","","","","","","","","","","","","","","","","","57.91","","","57.22","","","","","55.4","","","","","","","","","","","","","55.9","","","","","","","60.413","","59.808","","72.245","74.582","76.337","","58.872","","","81.268","82.559","81.536",
"Nigeria","NGA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","31.4766397635558","","","","","","","","","","","","","","","","","","","","45.9533951390629","","","47.4980852693388","","","","","56.6011235955056","","","","","","","","","","","","","76.2511803588291","","","","","","","88.605643453345","","88.9366933005532","","","","","","79.3456592863121","","","89.9356751771559","95.6186055323986","97.3602071184882",
"Nigeria","NGA","Labor force with basic education, male (% of male working-age population with basic education)","SL.TLF.BASC.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.957","","","51.446","","","81.708","82.062","80.212",
"Nigeria","NGA","Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.227","","","69.931","","","71.129","72.184","70.516",
"Nigeria","NGA","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.759","72.121","71.792","72.546","73.255","73.672","73.421","73.362","73.357","73.668","73.305","72.808","70.901","70.156","69.095","68.473","67.909","67.251","66.559","65.643","64.722","64.271","64.009","63.296","62.63","62.615","63.405","63.732","63.844","63.894","64.693","64.473","64.319","65.053","65.058",
"Nigeria","NGA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.615","66.918","66.627","67.271","67.881","68.24","68.017","67.96","67.948","68.212","67.891","67.458","65.816","65.178","64.277","63.751","63.275","62.724","62.145","61.384","60.626","60.255","60.038","59.459","58.92","58.909","59.551","59.82","59.916","59.961","60.615","60.439","60.317","65.018","65.025",
"Nigeria","NGA","Average working hours of children, working only, ages 7-14 (hours per week)","SL.TLF.0714.WK.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","10.03187","","","","","","","","","","","","","",
"Nigeria","NGA","Average working hours of children, working only, female, ages 7-14 (hours per week)","SL.TLF.0714.WK.FE.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5","9.965685","","","","","","","","","","","","","",
"Nigeria","NGA","Average working hours of children, study and work, male, ages 7-14 (hours per week)","SL.TLF.0714.SW.MA.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4","7.250541","","","","","","","","","","","","","",
"Nigeria","NGA","Children in employment, female (% of female children ages 7-14)","SL.TLF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","","","18.7","36.04485","","","","","","","","","","","","","",
"Nigeria","NGA","Child employment in services (% of economically active children ages 7-14)","SL.SRV.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.19","","","","","","","","","","","","","","",
"Nigeria","NGA","Children in employment, self-employed, male (% of male children in employment, ages 7-14)","SL.SLF.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Child employment in manufacturing, female (% of female economically active children ages 7-14)","SL.MNF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.35","","","","","","","","","","","","","","",
"Nigeria","NGA","GDP per person employed (constant 2021 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8126.59779349371","8260.87149769253","7852.32472594732","7467.34887325144","7240.52235444622","7325.93003658778","7322.10084628265","7293.07499386834","7126.1566997838","7284.45030808925","7516.4799504058","8468.99551929808","8870.85768796713","9463.29469369446","9843.02796816817","10191.9820094679","10610.0495928284","11056.9766916553","11663.0280881748","12293.2827402468","12615.1517072222","12800.526914925","13307.561246343","13822.8566498797","13845.6570255552","13266.0407124797","13023.284544572","12928.0073519328","12864.5744936215","12321.4794403303","12382.0668150572","12219.6270314658","11934.4702021964","11988.2102414366",
"Nigeria","NGA","Children in employment, unpaid family workers (% of children in employment, ages 7-14)","SL.FAM.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.78","","","","84.22","","","","","","","","","","","","","",
"Nigeria","NGA","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","SL.EMP.WORK.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7707995589525","13.7478422553391","13.7040738147778","13.6697144290314","13.6920534474307","13.6959680679077","13.6801895204288","13.5999985406955","13.6043623186561","13.6502059932075","13.7173202348313","13.9717982147471","14.2198406776563","14.4771706403948","14.70092170452","14.9526063834519","15.1997898350951","15.483401773326","15.7362468494606","16.1508449417514","16.5223257231196","16.8341512967175","17.169979466686","17.5150498716923","17.782900201838","18.0498058546133","18.4258710733324","18.8144127059613","19.1871225636229","18.5781043478035","18.845855419877","18.9810740309717","19.3846116838466","",
"Nigeria","NGA","Vulnerable employment, female (% of female employment) (modeled ILO estimate)","SL.EMP.VULN.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1151070968287","85.1602544240107","85.1490882888232","85.0862112035278","84.9391098660334","84.8679515611051","84.8150559685682","84.8330605716884","84.6679758691765","84.507982046903","84.3056078979467","84.1357578340748","83.9223645275743","83.7558487529259","83.5581531478962","83.2705774383535","82.9858766362356","82.6605617025004","82.4289611480826","82.0641234722027","81.7451858633494","81.4882640379712","81.3063188580735","81.1707271638809","81.0447856510285","80.7413411203497","80.3030393736543","79.8470137654778","79.418206103428","79.7307424095487","79.5967614762541","79.4683450824617","78.9157224398741","",
"Nigeria","NGA","Employment to population ratio, 15+, male (%) (national estimate)","SL.EMP.TOTL.SP.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","78.88","","","75.12","","","","","","","","","","","","","","","","","62.2","","","","","","","","61.747","","60.899","","","","","","59.634","","","83.58","82.694","80.466",
"Nigeria","NGA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6576241628816","89.6674853429288","89.6817915101273","89.6868515606542","89.6472887381645","89.6306297852482","89.6269990939566","89.6742192205192","89.6448327361278","89.5916859725615","89.5217191318627","89.3226189823067","89.1121310742412","88.9000831863546","88.7079982565146","88.4905823005537","88.279066416527","88.0388657465478","87.8318543537041","87.4933740042941","87.1870386897501","86.9353709947054","86.6740733866956","86.3960723863983","86.1622616995573","85.9029083470048","85.5522859462968","85.1874425508349","84.8323116184064","85.31189460006","85.0875213631192","84.947278584507","84.7276537621272","",
"Nigeria","NGA","Employers, male (% of male employment) (modeled ILO estimate)","SL.EMP.MPYR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3215381462901","23.3918092042283","23.4180899833748","23.4303898353067","23.4946621499283","23.5568958501908","23.5844004043999","23.4956754599466","23.4381115675478","23.3914807229703","23.3797763477803","23.7826738290449","24.0411490122822","24.3173218964137","24.5105206287131","24.7316705413999","24.9026599486419","25.0861280652223","25.2404268362499","25.5749667855132","25.7804438034081","25.8715742749879","26.0105676702135","26.171614257912","26.2210163889691","26.1757180112249","26.2326779592352","26.3156571037285","26.3816645655202","26.0045143385902","26.0161778770016","25.9969207095067","26.3378614618412","",
"Nigeria","NGA","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","SL.EMP.1524.SP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.859","70.589","71.096","71.82","72.163","72.068","72.131","72.194","72.437","72.09","71.622","69.874","69.088","67.973","67.084","66.416","65.616","64.841","63.854","62.851","62.312","62.305","61.864","60.903","60.626","61.1","61.1","60.96","60.858","61.85","63.02","64.908","62.5","62.686",
"Nigeria","NGA","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3969099459274","52.1491749593787","51.9926301386467","51.7904479664796","51.5960551684625","51.260482935927","50.874789547219","50.3713149731741","49.8419223335419","49.0450347415027","48.3137773917303","47.8738860757263","46.8495397575785","45.5551591224735","44.9184977056143","44.2181285562162","43.5675646908367","42.9223396669427","42.2449227162394","41.3480672656508","40.5817684166848","39.5001415700333","38.3544017291125","38.2458195757289","38.2629917307281","38.4249367807804","38.5697461046703","38.6054063254807","38.5943144069797","38.0045358206282","37.0886767699141","34.8626226946815","34.3102519065207","",
"Nigeria","NGA","Child employment in agriculture, male (% of male economically active children ages 7-14)","SL.AGR.0714.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.85","","","","","","","","","","","","","","",
"Nigeria","NGA","Survey mean consumption or income per capita, total population (2021 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.19452222222222","8.07187166666667","7.39022888888889","7.96507","7.0342","4.78","3.47074077777778","4.63537033333333","",
"Nigeria","NGA","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1","","","","","56.2","",
"Nigeria","NGA","Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","68.5","","","","","","","68.9","","","","74","","","","","","","69.2","","","","","","","58.7","","57.7","","","55.8","","","55.1","","","","64","","",
"Nigeria","NGA","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","4","","","","3.7","","","","","","","5.7","","","","","","","7.1","","7.1","","","7","","","7.1","","","","7.5","","",
"Nigeria","NGA","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","49.3","","","","56.5","","","","","","","46","","","","","","","42.9","","42.8","","","43.1","","","42.4","","","","41.6","","",
